VBELN,AUART,KUNNR,MATNR,KWMENG,NETWR,WADAT,WERKS,GBSTA,ERDAT
SO-49949573,OR,CUST-1076,MAT-CG-10006,108,2499030.95,2027-02-18,PL-PUN,B,2026-04-10
SO-38329117,OR,CUST-1011,MAT-CG-10022,49,10425486.89,2027-02-01,PL-CHE,C,2026-06-30
SO-12404540,OR,CUST-1051,MAT-CG-10028,138,830641.81,2026-10-13,PL-PUN,B,2025-09-03
SO-50641125,RO,CUST-1079,MAT-CG-10026,126,12130517.43,2027-02-19,PL-AHM,A,2026-07-10
SO-11862394,OR,CUST-1015,MAT-CG-10009,36,2002907.68,2027-02-25,PL-HYD,A,2026-05-08
SO-97206603,OR,CUST-1056,MAT-CG-10031,39,756348.02,2027-01-15,PL-HYD,A,2026-03-22
SO-29886456,OR,CUST-1055,MAT-CG-10050,120,2513768.22,2026-10-12,PL-BLR,C,2026-01-08
SO-12634395,OR,CUST-1075,MAT-CG-10032,122,3079666.97,2026-11-14,PL-JAI,B,2026-07-28
SO-23779264,CS,CUST-1092,MAT-CG-10022,4,814996.54,2026-12-15,PL-PUN,C,2025-10-31
SO-49027097,OR,CUST-1063,MAT-CG-10039,143,4746242.09,2027-01-09,PL-JAI,C,2025-10-14
SO-41125867,CS,CUST-1008,MAT-CG-10044,126,733296.93,2026-12-17,PL-JAI,A,2025-11-13
SO-97013391,OR,CUST-1061,MAT-CG-10005,70,1146336.97,2027-02-06,PL-KOL,B,2025-08-31
SO-31653807,OR,CUST-1093,MAT-CG-10028,7,42601.34,2026-11-27,PL-PUN,A,2025-12-07
SO-90812511,CS,CUST-1085,MAT-CG-10015,88,3112932.1,2026-11-14,PL-AHM,B,2025-09-13
SO-73394367,OR,CUST-1080,MAT-CG-10042,94,269798.68,2027-02-23,PL-DEL,C,2025-12-19
SO-36774319,OR,CUST-1078,MAT-CG-10009,46,2448906.43,2026-12-15,PL-PUN,A,2026-04-25
SO-16314854,OR,CUST-1046,MAT-CG-10014,144,4182231.59,2026-11-30,PL-BLR,A,2025-12-09
SO-55329991,OR,CUST-1015,MAT-CG-10003,18,143682.82,2026-09-30,PL-NGP,A,2025-12-17
SO-57679636,OR,CUST-1099,MAT-CG-10017,89,5868204.84,2026-11-07,PL-BLR,C,2025-12-03
SO-16767531,OR,CUST-1059,MAT-CG-10039,28,1003105.28,2026-09-28,PL-DEL,B,2025-10-15
SO-85493830,OR,CUST-1065,MAT-CG-10051,28,816541.98,2027-02-08,PL-DEL,A,2026-02-19
SO-69259530,RO,CUST-1064,MAT-CG-10011,76,6015324.24,2026-09-25,PL-BLR,C,2026-02-18
SO-26506561,OR,CUST-1057,MAT-CG-10022,37,8107869.52,2026-09-01,PL-HYD,B,2026-03-02
SO-32986369,OR,CUST-1035,MAT-CG-10019,131,11790633.93,2026-12-15,PL-KOL,C,2025-09-17
SO-81088456,OR,CUST-1030,MAT-CG-10016,40,1846913.67,2026-12-18,PL-AHM,B,2026-01-01
SO-13994712,OR,CUST-1019,MAT-CG-10034,94,2553355.16,2027-01-10,PL-DEL,A,2026-03-03
SO-32055285,OR,CUST-1008,MAT-CG-10021,104,15135919.67,2026-09-09,PL-BLR,B,2026-07-25
SO-49691460,OR,CUST-1052,MAT-CG-10041,135,10373648.14,2027-02-26,PL-NGP,A,2026-03-16
SO-47551535,RO,CUST-1079,MAT-CG-10023,4,1227176.64,2027-02-26,PL-AHM,B,2025-09-28
SO-93800137,RO,CUST-1084,MAT-CG-10014,141,3857847.64,2026-11-27,PL-AHM,A,2026-03-22
SO-82133102,OR,CUST-1050,MAT-CG-10006,11,254565.39,2026-10-02,PL-NGP,B,2026-03-31
SO-78675400,RO,CUST-1040,MAT-CG-10014,25,691608.08,2027-02-09,PL-BLR,A,2026-08-09
SO-89524487,OR,CUST-1031,MAT-CG-10051,140,4519236.73,2026-11-16,PL-AHM,B,2026-06-28
SO-60060376,OR,CUST-1081,MAT-CG-10047,17,135248.38,2026-10-01,PL-MUM,C,2026-06-21
SO-86830962,CS,CUST-1001,MAT-CG-10029,78,666585.19,2026-10-30,PL-JAI,B,2025-10-06
SO-89933222,OR,CUST-1045,MAT-CG-10043,138,602052.85,2027-02-17,PL-JAI,C,2026-06-13
SO-79748476,CS,CUST-1032,MAT-CG-10046,98,995906.8,2027-01-10,PL-JAI,A,2026-02-20
SO-29670044,CS,CUST-1055,MAT-CG-10030,27,356370.52,2026-09-20,PL-DEL,A,2026-01-18
SO-38827874,OR,CUST-1010,MAT-CG-10009,123,6436155.83,2027-01-12,PL-AHM,B,2025-11-10
SO-45392370,RO,CUST-1064,MAT-CG-10034,103,2747702.01,2026-12-21,PL-PUN,C,2026-01-22
SO-77885433,OR,CUST-1063,MAT-CG-10011,38,2998992.87,2026-10-03,PL-NGP,B,2026-06-24
SO-71127098,OR,CUST-1005,MAT-CG-10045,56,454897.74,2027-01-21,PL-KOL,A,2025-10-19
SO-26222417,OR,CUST-1074,MAT-CG-10027,30,4029951.68,2027-01-11,PL-BLR,A,2026-02-14
SO-50702879,OR,CUST-1063,MAT-CG-10020,97,10847078.38,2026-10-06,PL-BLR,B,2026-01-20
SO-48048350,OR,CUST-1024,MAT-CG-10004,80,874931.69,2027-01-03,PL-MUM,A,2025-11-16
SO-15997180,OR,CUST-1062,MAT-CG-10023,19,5563091.35,2027-01-22,PL-PUN,A,2026-02-11
SO-28592146,RO,CUST-1082,MAT-CG-10031,35,644435.74,2026-12-24,PL-PUN,A,2026-03-10
SO-61973818,OR,CUST-1051,MAT-CG-10006,106,2325393.38,2026-09-11,PL-PUN,C,2026-04-03
SO-32228439,CS,CUST-1004,MAT-CG-10042,24,72526.8,2026-11-18,PL-NGP,C,2026-06-21
SO-21428912,OR,CUST-1080,MAT-CG-10042,145,436363.45,2026-09-13,PL-JAI,B,2026-05-19
SO-77463037,OR,CUST-1016,MAT-CG-10049,123,1939335.55,2027-01-14,PL-BLR,A,2026-04-05
SO-42921822,CS,CUST-1075,MAT-CG-10051,54,1653250.2,2027-01-14,PL-JAI,A,2026-01-30
SO-75964394,OR,CUST-1044,MAT-CG-10038,13,265068.31,2026-12-15,PL-MUM,B,2026-03-14
SO-22217180,OR,CUST-1013,MAT-CG-10025,67,3906551.64,2026-11-12,PL-BLR,A,2026-04-15
SO-30700047,OR,CUST-1053,MAT-CG-10050,24,551934.21,2026-09-15,PL-JAI,A,2026-05-23
SO-50000149,OR,CUST-1013,MAT-CG-10002,16,84596.98,2026-12-14,PL-KOL,A,2026-02-12
SO-37187070,OR,CUST-1097,MAT-CG-10008,15,625423.0,2026-10-30,PL-PUN,B,2025-12-08
SO-46143160,OR,CUST-1041,MAT-CG-10025,31,1788280.81,2026-12-13,PL-DEL,B,2026-08-09
SO-12499514,OR,CUST-1071,MAT-CG-10027,61,8985132.43,2027-02-19,PL-DEL,A,2025-11-12
SO-50884443,RO,CUST-1053,MAT-CG-10042,34,100963.97,2027-02-09,PL-NGP,A,2026-06-12
SO-32573855,OR,CUST-1069,MAT-CG-10024,140,5287226.89,2027-01-20,PL-PUN,A,2026-08-23
SO-97652074,OR,CUST-1001,MAT-CG-10030,76,900646.15,2027-01-01,PL-CHE,B,2026-04-17
SO-57166514,CS,CUST-1028,MAT-CG-10044,99,580698.19,2027-01-08,PL-CHE,A,2026-06-02
SO-85575530,OR,CUST-1039,MAT-CG-10048,138,1460033.87,2027-02-25,PL-DEL,A,2025-11-12
SO-38299831,RO,CUST-1065,MAT-CG-10018,112,9355919.5,2026-11-20,PL-KOL,C,2026-04-12
SO-46643203,OR,CUST-1085,MAT-CG-10049,117,1926239.1,2026-11-26,PL-HYD,B,2025-10-21
SO-27948365,CS,CUST-1001,MAT-CG-10022,6,1252867.81,2026-09-01,PL-MUM,C,2026-05-27
SO-75629343,OR,CUST-1069,MAT-CG-10027,144,18766267.58,2027-02-13,PL-DEL,B,2026-08-08
SO-26564560,OR,CUST-1049,MAT-CG-10043,115,539619.02,2026-11-30,PL-AHM,A,2025-09-01
SO-72101540,OR,CUST-1025,MAT-CG-10001,33,128592.4,2026-10-26,PL-MUM,A,2025-09-09
SO-35704262,OR,CUST-1079,MAT-CG-10046,93,1017394.76,2026-10-26,PL-HYD,B,2026-02-19
SO-76147579,CS,CUST-1091,MAT-CG-10003,73,581794.05,2026-09-01,PL-HYD,C,2026-02-02
SO-86383608,RO,CUST-1064,MAT-CG-10008,73,2865624.42,2026-10-19,PL-JAI,C,2025-09-08
SO-33559082,OR,CUST-1076,MAT-CG-10039,146,4660348.2,2026-09-16,PL-BLR,A,2025-11-05
SO-46819677,OR,CUST-1087,MAT-CG-10015,135,4478517.06,2027-02-24,PL-NGP,B,2026-04-16
SO-70924933,OR,CUST-1055,MAT-CG-10044,145,857039.73,2027-02-13,PL-MUM,A,2026-01-14
SO-26336672,CS,CUST-1067,MAT-CG-10027,72,9917073.26,2026-12-01,PL-NGP,A,2026-05-01
SO-66379776,RO,CUST-1058,MAT-CG-10004,73,744924.73,2026-12-09,PL-HYD,A,2026-07-13
SO-40283277,CS,CUST-1055,MAT-CG-10037,8,779696.5,2026-11-02,PL-HYD,A,2026-03-08
SO-94019584,CS,CUST-1013,MAT-CG-10020,18,2012828.45,2026-12-19,PL-MUM,B,2025-10-07
SO-43172390,OR,CUST-1061,MAT-CG-10022,66,13082326.85,2026-11-26,PL-MUM,A,2025-11-30
SO-19785926,RO,CUST-1080,MAT-CG-10051,62,1896660.07,2026-09-24,PL-PUN,B,2026-06-21
SO-14475312,OR,CUST-1041,MAT-CG-10006,17,402170.04,2027-02-24,PL-DEL,A,2026-07-23
SO-50462762,RO,CUST-1081,MAT-CG-10029,16,136327.67,2026-09-26,PL-MUM,B,2026-07-28
SO-63912988,OR,CUST-1080,MAT-CG-10019,99,9389161.3,2026-10-29,PL-JAI,C,2025-10-08
SO-61528873,OR,CUST-1055,MAT-CG-10001,118,487864.66,2027-02-05,PL-DEL,A,2025-09-24
SO-70945151,RO,CUST-1043,MAT-CG-10044,8,46942.22,2026-09-27,PL-DEL,A,2025-10-23
SO-89575878,OR,CUST-1074,MAT-CG-10046,19,193673.51,2027-01-08,PL-CHE,A,2026-01-20
SO-34954217,OR,CUST-1018,MAT-CG-10031,115,2216917.54,2026-09-15,PL-BLR,A,2025-10-28
SO-97470361,OR,CUST-1040,MAT-CG-10028,133,855450.77,2027-01-16,PL-BLR,A,2025-12-26
SO-49065941,OR,CUST-1002,MAT-CG-10020,89,10677704.25,2027-02-15,PL-BLR,A,2026-04-24
SO-17329266,OR,CUST-1045,MAT-CG-10033,145,2401918.35,2026-10-21,PL-HYD,A,2026-03-02
SO-72733686,RO,CUST-1089,MAT-CG-10013,123,2470710.34,2027-01-26,PL-JAI,A,2025-10-12
SO-54106502,OR,CUST-1014,MAT-CG-10020,109,12962234.97,2026-09-10,PL-PUN,A,2026-08-22
SO-40906854,OR,CUST-1080,MAT-CG-10041,59,4131252.24,2027-01-01,PL-KOL,C,2026-02-12
SO-34728879,OR,CUST-1047,MAT-CG-10014,104,2673105.36,2026-11-30,PL-MUM,B,2026-06-26
SO-69110577,OR,CUST-1081,MAT-CG-10010,76,4889647.55,2026-12-01,PL-MUM,A,2026-05-14
SO-33373562,OR,CUST-1034,MAT-CG-10013,74,1568494.59,2026-11-25,PL-NGP,A,2026-05-24
SO-33632711,OR,CUST-1013,MAT-CG-10013,7,134400.3,2027-02-20,PL-BLR,B,2025-09-22
SO-55417034,OR,CUST-1040,MAT-CG-10051,30,920013.41,2026-12-03,PL-KOL,C,2026-05-28
SO-18774822,OR,CUST-1019,MAT-CG-10034,113,3115761.67,2026-10-03,PL-HYD,A,2025-11-24
SO-52674742,RO,CUST-1055,MAT-CG-10025,97,5996003.71,2026-11-01,PL-MUM,B,2025-10-27
SO-49484539,OR,CUST-1042,MAT-CG-10013,139,2758720.62,2027-02-08,PL-CHE,A,2025-12-06
SO-38083391,CS,CUST-1011,MAT-CG-10038,127,2715786.1,2027-02-16,PL-JAI,A,2026-05-30
SO-96580039,RO,CUST-1048,MAT-CG-10033,101,1746704.46,2026-12-27,PL-BLR,A,2026-02-13
SO-76409861,OR,CUST-1035,MAT-CG-10034,125,3309439.94,2027-02-10,PL-JAI,C,2026-08-05
SO-37246265,OR,CUST-1031,MAT-CG-10014,58,1576630.03,2026-11-17,PL-AHM,B,2025-11-04
SO-44162336,RO,CUST-1011,MAT-CG-10011,97,7058880.23,2026-09-21,PL-CHE,B,2025-12-01
SO-88378083,OR,CUST-1060,MAT-CG-10023,60,17420649.73,2026-11-25,PL-AHM,B,2025-12-27
SO-59326617,OR,CUST-1041,MAT-CG-10028,106,652679.02,2026-09-06,PL-BLR,B,2026-04-26
SO-58196637,OR,CUST-1038,MAT-CG-10017,21,1378210.59,2027-01-09,PL-NGP,C,2026-07-14
SO-40566959,OR,CUST-1016,MAT-CG-10051,72,2089158.18,2026-09-09,PL-NGP,A,2026-03-06
SO-43557605,OR,CUST-1096,MAT-CG-10013,86,1846636.31,2027-02-21,PL-CHE,A,2025-10-18
SO-45049006,OR,CUST-1099,MAT-CG-10009,141,7305083.59,2026-11-27,PL-AHM,B,2025-10-31
SO-73351303,CS,CUST-1066,MAT-CG-10049,5,82384.97,2026-10-08,PL-AHM,A,2026-04-29
SO-73678024,OR,CUST-1067,MAT-CG-10047,55,442400.15,2027-01-19,PL-PUN,C,2025-12-30
SO-52020192,OR,CUST-1055,MAT-CG-10022,23,4908792.22,2027-02-25,PL-AHM,A,2026-01-11
SO-14040500,OR,CUST-1018,MAT-CG-10029,144,1252036.82,2026-10-02,PL-CHE,C,2026-08-19
SO-55610169,OR,CUST-1054,MAT-CG-10032,92,2383684.9,2026-12-12,PL-NGP,A,2026-03-10
SO-86178952,OR,CUST-1018,MAT-CG-10038,7,137056.9,2026-11-23,PL-JAI,C,2025-10-19
SO-62463815,OR,CUST-1027,MAT-CG-10039,148,5292462.49,2026-09-16,PL-NGP,B,2026-05-19
SO-54136340,RO,CUST-1058,MAT-CG-10031,29,547253.04,2026-11-16,PL-DEL,A,2026-07-01
SO-33841913,OR,CUST-1089,MAT-CG-10044,143,840884.52,2026-09-06,PL-BLR,A,2026-07-19
SO-37634396,OR,CUST-1038,MAT-CG-10025,74,4384953.87,2026-09-17,PL-PUN,A,2026-02-16
SO-33062057,OR,CUST-1053,MAT-CG-10034,4,103134.49,2026-09-28,PL-BLR,B,2026-01-21
SO-62209742,OR,CUST-1017,MAT-CG-10031,19,369864.18,2026-11-18,PL-AHM,C,2025-09-17
SO-91028510,RO,CUST-1040,MAT-CG-10031,42,787004.58,2027-01-06,PL-PUN,A,2026-05-12
SO-69825080,OR,CUST-1052,MAT-CG-10001,38,151401.4,2026-11-02,PL-NGP,A,2025-11-05
SO-72101932,RO,CUST-1006,MAT-CG-10032,119,3218204.84,2026-11-12,PL-PUN,A,2025-08-30
SO-62491260,RO,CUST-1023,MAT-CG-10046,78,828789.3,2026-10-15,PL-JAI,C,2026-01-14
SO-98460225,OR,CUST-1090,MAT-CG-10030,100,1274291.98,2026-12-09,PL-MUM,A,2026-06-04
SO-49176757,CS,CUST-1009,MAT-CG-10018,139,11217667.02,2026-10-25,PL-PUN,B,2025-11-13
SO-20272170,OR,CUST-1065,MAT-CG-10008,96,4095801.94,2026-11-22,PL-AHM,B,2026-05-31
SO-77922837,OR,CUST-1060,MAT-CG-10017,55,3218749.2,2027-02-10,PL-PUN,B,2026-03-01
SO-36092407,OR,CUST-1005,MAT-CG-10048,104,1087502.03,2026-09-29,PL-BLR,A,2025-09-14
SO-75063283,OR,CUST-1009,MAT-CG-10048,120,1268253.1,2027-02-15,PL-HYD,C,2026-01-11
SO-47465789,OR,CUST-1022,MAT-CG-10009,122,6807997.02,2027-02-02,PL-DEL,A,2026-03-26
SO-62458932,OR,CUST-1010,MAT-CG-10008,138,5812610.11,2026-09-02,PL-CHE,A,2026-01-10
SO-39081281,CS,CUST-1005,MAT-CG-10023,47,14366739.78,2027-01-14,PL-HYD,B,2025-09-01
SO-96035199,CS,CUST-1092,MAT-CG-10004,135,1445177.54,2026-09-26,PL-AHM,C,2026-03-19
SO-90289763,OR,CUST-1007,MAT-CG-10029,15,133917.03,2026-10-21,PL-HYD,A,2026-04-23
SO-12152643,OR,CUST-1004,MAT-CG-10013,25,549234.28,2026-11-25,PL-HYD,C,2025-09-15
SO-22965862,CS,CUST-1022,MAT-CG-10005,58,1034502.36,2026-09-11,PL-AHM,B,2026-06-29
SO-85437626,CS,CUST-1025,MAT-CG-10021,84,12624426.42,2027-01-16,PL-AHM,B,2026-06-23
SO-24211686,OR,CUST-1042,MAT-CG-10015,56,1899390.67,2026-12-11,PL-KOL,A,2026-02-05
SO-39540811,OR,CUST-1085,MAT-CG-10014,119,3426111.22,2027-02-13,PL-JAI,A,2026-08-01
SO-65176483,OR,CUST-1099,MAT-CG-10005,57,999510.97,2026-09-26,PL-NGP,B,2026-05-28
SO-90512805,OR,CUST-1081,MAT-CG-10017,26,1673227.58,2027-02-20,PL-BLR,A,2026-05-26
SO-99438746,OR,CUST-1009,MAT-CG-10041,83,5914411.25,2027-02-02,PL-JAI,B,2026-02-09
SO-77567894,RO,CUST-1091,MAT-CG-10033,61,1126795.41,2026-10-29,PL-MUM,B,2026-06-21
SO-67512010,OR,CUST-1080,MAT-CG-10020,62,6986224.7,2026-10-05,PL-KOL,B,2026-03-25
SO-60432035,OR,CUST-1083,MAT-CG-10013,40,769936.53,2027-01-31,PL-PUN,C,2026-03-08
SO-52619317,CS,CUST-1098,MAT-CG-10009,73,3641494.87,2026-12-15,PL-CHE,A,2026-04-28
SO-56000229,OR,CUST-1027,MAT-CG-10047,86,687220.8,2027-02-17,PL-HYD,C,2025-09-01
SO-91612860,OR,CUST-1067,MAT-CG-10047,58,449523.71,2026-12-22,PL-MUM,A,2025-12-15
SO-16993664,CS,CUST-1019,MAT-CG-10005,51,935929.06,2026-10-02,PL-DEL,A,2025-10-24
SO-41717008,RO,CUST-1011,MAT-CG-10036,54,3198221.02,2026-12-28,PL-CHE,A,2026-05-14
SO-33680772,RO,CUST-1032,MAT-CG-10016,110,5201785.69,2027-01-25,PL-PUN,C,2026-05-12
SO-20739561,OR,CUST-1051,MAT-CG-10018,125,9650584.37,2026-12-29,PL-PUN,B,2025-12-08
SO-30921653,OR,CUST-1003,MAT-CG-10040,112,5643751.91,2026-12-18,PL-DEL,A,2025-10-23
SO-84202557,CS,CUST-1023,MAT-CG-10035,41,1703902.78,2026-12-27,PL-CHE,B,2026-03-31
SO-91339346,OR,CUST-1010,MAT-CG-10025,145,8210750.74,2026-12-29,PL-HYD,A,2026-05-18
SO-77202790,CS,CUST-1093,MAT-CG-10001,5,19291.72,2026-12-12,PL-AHM,B,2026-02-13
SO-51313669,CS,CUST-1076,MAT-CG-10025,127,6923296.91,2026-09-09,PL-DEL,B,2025-11-07
SO-68558918,OR,CUST-1099,MAT-CG-10011,51,4134748.33,2026-11-28,PL-NGP,C,2025-12-16
SO-17744982,CS,CUST-1050,MAT-CG-10041,96,7416470.42,2026-11-02,PL-HYD,B,2026-08-06
SO-99345471,CS,CUST-1019,MAT-CG-10024,9,309158.76,2026-12-25,PL-BLR,A,2026-04-19
SO-98933292,OR,CUST-1002,MAT-CG-10039,150,4779944.91,2026-09-23,PL-AHM,B,2025-10-27
SO-35343427,OR,CUST-1022,MAT-CG-10006,134,3144821.7,2026-11-03,PL-CHE,B,2025-11-24
SO-88662295,OR,CUST-1094,MAT-CG-10043,99,438851.56,2026-09-22,PL-DEL,C,2025-11-03
SO-29154679,OR,CUST-1096,MAT-CG-10050,90,1938034.78,2026-12-10,PL-CHE,A,2026-05-29
SO-23001760,OR,CUST-1100,MAT-CG-10032,2,53789.19,2027-01-12,PL-AHM,C,2026-03-29
SO-32902142,OR,CUST-1048,MAT-CG-10047,112,851308.87,2026-10-04,PL-HYD,B,2026-05-22
SO-70486666,RO,CUST-1028,MAT-CG-10033,30,496243.78,2026-09-15,PL-BLR,A,2026-04-13
SO-94132688,RO,CUST-1014,MAT-CG-10027,114,16583270.46,2026-10-12,PL-DEL,A,2026-07-11
SO-47146394,OR,CUST-1044,MAT-CG-10025,33,1787910.74,2026-10-30,PL-PUN,B,2025-09-13
SO-11275951,OR,CUST-1035,MAT-CG-10049,27,431125.42,2026-09-01,PL-JAI,A,2026-07-05
SO-10974683,OR,CUST-1078,MAT-CG-10014,135,3734030.37,2026-11-07,PL-PUN,B,2026-03-04
SO-55171003,OR,CUST-1088,MAT-CG-10039,111,3938936.26,2026-11-19,PL-HYD,A,2025-09-17
SO-91981404,OR,CUST-1046,MAT-CG-10026,98,10120215.68,2026-09-25,PL-MUM,B,2025-08-31
SO-13446768,RO,CUST-1016,MAT-CG-10026,37,3818841.12,2026-11-10,PL-HYD,A,2026-01-04
SO-79110587,OR,CUST-1085,MAT-CG-10040,123,5720784.14,2027-02-10,PL-KOL,A,2025-10-03
SO-53691252,CS,CUST-1057,MAT-CG-10024,13,444779.14,2027-01-02,PL-AHM,C,2025-10-14
SO-56752592,OR,CUST-1061,MAT-CG-10051,22,724760.93,2027-02-26,PL-DEL,C,2026-02-07
SO-29214803,RO,CUST-1074,MAT-CG-10019,51,4858216.2,2027-01-07,PL-MUM,A,2025-12-12
SO-50446284,CS,CUST-1071,MAT-CG-10051,24,790684.13,2026-12-28,PL-BLR,B,2026-06-25
SO-42333267,OR,CUST-1028,MAT-CG-10031,140,2473057.24,2027-02-15,PL-DEL,A,2026-01-13
SO-31506414,OR,CUST-1050,MAT-CG-10046,9,100355.69,2026-10-26,PL-CHE,C,2025-12-23
SO-99318726,OR,CUST-1069,MAT-CG-10043,33,150854.02,2027-01-03,PL-DEL,C,2026-03-06
SO-90621827,OR,CUST-1083,MAT-CG-10015,149,5178574.77,2026-12-06,PL-NGP,B,2026-04-26
SO-25527644,OR,CUST-1012,MAT-CG-10015,68,2285495.62,2026-11-26,PL-JAI,A,2026-06-25
SO-27101682,OR,CUST-1049,MAT-CG-10037,96,8890552.37,2026-08-31,PL-CHE,A,2025-10-25
SO-62096010,OR,CUST-1041,MAT-CG-10035,50,2231612.99,2027-02-20,PL-BLR,B,2025-09-18
SO-24305720,OR,CUST-1002,MAT-CG-10039,58,1962674.24,2026-12-26,PL-KOL,A,2026-03-25
SO-71174364,OR,CUST-1077,MAT-CG-10015,129,4445334.91,2027-02-17,PL-MUM,B,2026-03-13
SO-26571059,OR,CUST-1091,MAT-CG-10020,130,15718416.13,2027-02-08,PL-HYD,B,2026-03-27
SO-17893691,OR,CUST-1020,MAT-CG-10046,98,1101783.39,2026-10-23,PL-HYD,C,2026-07-28
SO-75431766,CS,CUST-1051,MAT-CG-10050,47,1025220.28,2027-02-15,PL-BLR,A,2025-11-16
SO-66698597,CS,CUST-1061,MAT-CG-10026,88,9228365.54,2026-12-09,PL-AHM,A,2025-11-26
SO-47898265,CS,CUST-1025,MAT-CG-10047,74,604559.66,2027-01-18,PL-AHM,A,2026-06-17
SO-17264306,CS,CUST-1039,MAT-CG-10021,150,22028657.63,2026-10-11,PL-JAI,A,2026-01-09
SO-49068306,OR,CUST-1027,MAT-CG-10045,125,943275.63,2026-10-20,PL-MUM,A,2025-11-02
SO-60540462,OR,CUST-1087,MAT-CG-10007,39,1203212.32,2026-09-14,PL-DEL,A,2025-12-24
SO-25750026,RO,CUST-1084,MAT-CG-10012,15,1439554.97,2026-12-20,PL-BLR,C,2026-01-29
SO-25945407,OR,CUST-1051,MAT-CG-10016,10,485431.11,2027-02-23,PL-JAI,A,2025-09-23
SO-98384904,OR,CUST-1100,MAT-CG-10048,98,1094006.45,2027-02-13,PL-AHM,A,2025-10-04
SO-59301266,OR,CUST-1016,MAT-CG-10042,115,325739.47,2026-10-01,PL-PUN,C,2025-09-15
SO-13090599,RO,CUST-1074,MAT-CG-10033,59,1089704.93,2026-12-31,PL-CHE,C,2026-07-06
SO-61534222,OR,CUST-1083,MAT-CG-10051,48,1522787.6,2026-11-15,PL-JAI,A,2026-07-04
SO-82143514,OR,CUST-1052,MAT-CG-10021,18,2774813.53,2026-09-05,PL-AHM,B,2025-11-22
SO-75573851,OR,CUST-1067,MAT-CG-10051,137,4425284.61,2027-01-15,PL-DEL,A,2025-09-20
SO-90410190,CS,CUST-1024,MAT-CG-10008,48,1838901.76,2026-12-23,PL-KOL,A,2026-08-03
SO-37679708,CS,CUST-1021,MAT-CG-10009,149,7485872.21,2026-11-04,PL-MUM,A,2026-06-21
SO-58796148,RO,CUST-1022,MAT-CG-10033,78,1334770.2,2027-02-15,PL-MUM,A,2026-03-23
SO-49379055,CS,CUST-1069,MAT-CG-10003,134,1044376.3,2027-01-25,PL-PUN,C,2026-03-16
SO-91359046,RO,CUST-1066,MAT-CG-10034,92,2311391.05,2026-09-25,PL-MUM,A,2026-08-05
SO-50226291,OR,CUST-1018,MAT-CG-10013,38,792761.05,2026-10-25,PL-JAI,A,2026-04-03
SO-19980384,RO,CUST-1033,MAT-CG-10009,110,5667375.74,2027-02-13,PL-BLR,B,2026-01-02
SO-67088619,CS,CUST-1019,MAT-CG-10006,67,1510985.44,2026-09-18,PL-CHE,C,2025-09-01
SO-59948088,RO,CUST-1085,MAT-CG-10042,51,155727.11,2027-01-08,PL-JAI,A,2026-01-21
SO-68200448,OR,CUST-1004,MAT-CG-10010,82,5549917.15,2026-11-02,PL-DEL,A,2026-06-21
SO-83600812,OR,CUST-1009,MAT-CG-10035,30,1259686.74,2026-09-22,PL-KOL,A,2026-04-06
SO-46728250,OR,CUST-1013,MAT-CG-10010,59,3687149.47,2026-10-26,PL-AHM,A,2026-06-21
SO-51144384,RO,CUST-1063,MAT-CG-10012,136,12600961.49,2026-11-28,PL-JAI,A,2025-11-14
SO-16437523,OR,CUST-1041,MAT-CG-10018,27,2252229.1,2026-12-08,PL-BLR,A,2025-09-10
SO-84044121,RO,CUST-1052,MAT-CG-10051,138,4244291.76,2026-10-02,PL-CHE,A,2025-09-06
SO-98256603,OR,CUST-1019,MAT-CG-10033,41,697246.64,2026-11-07,PL-MUM,C,2025-09-30
SO-91698732,OR,CUST-1091,MAT-CG-10024,65,2295895.27,2026-12-21,PL-KOL,B,2025-12-09
SO-67413657,RO,CUST-1092,MAT-CG-10019,72,6947199.32,2026-10-28,PL-CHE,C,2026-07-10
SO-51974837,OR,CUST-1082,MAT-CG-10020,106,11944340.95,2026-10-31,PL-DEL,A,2025-11-02
SO-48366253,RO,CUST-1064,MAT-CG-10004,23,251181.92,2026-09-02,PL-AHM,C,2025-12-06
SO-74378331,OR,CUST-1066,MAT-CG-10047,36,293474.15,2027-02-20,PL-NGP,C,2026-06-21
SO-92716588,OR,CUST-1096,MAT-CG-10026,5,457247.56,2026-12-17,PL-NGP,C,2026-02-28
SO-91764582,OR,CUST-1078,MAT-CG-10016,137,6613385.63,2026-10-13,PL-NGP,A,2026-05-26
SO-27893746,RO,CUST-1046,MAT-CG-10005,95,1746643.69,2026-12-17,PL-PUN,B,2026-05-28
SO-55360034,CS,CUST-1032,MAT-CG-10024,30,1115061.85,2026-09-30,PL-CHE,A,2025-12-19
SO-38597227,OR,CUST-1095,MAT-CG-10019,69,6437781.97,2026-12-09,PL-HYD,A,2025-09-28
SO-72150455,RO,CUST-1063,MAT-CG-10033,11,178566.08,2026-09-01,PL-JAI,B,2026-03-08
SO-24383316,OR,CUST-1045,MAT-CG-10020,92,11607903.68,2026-10-17,PL-AHM,A,2026-08-19
SO-76041312,OR,CUST-1011,MAT-CG-10007,112,3312024.85,2026-10-09,PL-AHM,A,2025-12-17
SO-98131849,OR,CUST-1029,MAT-CG-10001,41,160351.06,2026-12-04,PL-CHE,A,2026-01-16
